user_path_Compressed,unique_visitors,unique_visits
[product detail page~Shopping Cart] (X2),8,8
product detail page (X3)~Home~product detail page (X4),8,8
Home (X2)~product detail page (X5)~Shopping Cart,8,8
Home~product detail page (X2)~Shopping Cart~Home,8,8
Home~The Google Merchandise Store - Log In~The Google Merchandise Store - My Account (X2),8,8
Home~The Google Merchandise Store - Log In (X2)~Home~product detail page (X5),8,8
Home (X2)~product detail page (X6)~Home (X2),8,8
Shopping Cart~product detail page (X5),8,8
Home~The Google Merchandise Store - Log In (X2)~Home~The Google Merchandise Store - My Account (X2),8,8
Home (X2)~product detail page~Home~Store search results (X2),8,8
Home~The Google Merchandise Store - Log In (X2)~Home~Store search results,8,8
Home~product detail page (X2)~Home (X3),8,8
Home~The Google Merchandise Store - Log In (X2)~product detail page,8,8
product detail page (X2)~Frequently Asked Questions,8,8
product detail page (X7)~Shopping Cart~The Google Merchandise Store - Log In,8,8
Home (X2)~product detail page (X4)~Store search results,8,8
Home (X4)~product detail page~Home~product detail page,8,8
Home~product detail page (X3)~Home (X3),8,8
Home (X2)~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In,8,8
Shopping Cart (X4),8,8
product detail page (X3)~Home~product detail page~Home,8,8
Home~The Google Merchandise Store - Log In (X3)~Home,8,8
Home (X2)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information,8,8
The Google Merchandise Store - Log In~Home~product detail page,8,8
Home~product detail page (X3)~Home~product detail page (X4),8,8
Home (X4)~Shopping Cart~The Google Merchandise Store - Log In,7,7
Page Unavailable (X2)~product detail page (X2),7,7
Home~The Google Merchandise Store - Log In~Home~product detail page (X4),7,7
[Home~product detail page] (X2)~Home (X3),7,7
product detail page (X7)~Home~product detail page,7,7
Store search results~product detail page (X2),7,7
Home (X2)~Shopping Cart~Home (X2),7,7
Home~The Google Merchandise Store - Log In~Home (X2),7,7
Home~product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),7,7
Home (X5)~Store search results,7,7
The Google Merchandise Store - Log In (X3)~The Google Merchandise Store - My Account (X2),7,7
Home (X2)~product detail page (X6)~Shopping Cart,7,7
Home (X2)~product detail page (X2)~Home (X2)~product detail page,7,7
product detail page (X28),7,7
Home~product detail page (X18)~Shopping Cart,7,7
Home~product detail page (X7)~Home~product detail page (X3),7,7
product detail page~Home~Store search results (X2),7,7
Home (X3)~product detail page~Home~product detail page (X5),7,7
product detail page (X30),7,7
Home (X2)~product detail page (X5)~Home (X2),7,7
Home~product detail page (X6)~Shopping Cart~The Google Merchandise Store - Log In,7,7
Home~product detail page~The Google Merchandise Store - Log In (X2),7,7
Home~product detail page~The Google Merchandise Store - Log In~product detail page,7,7
Home~product detail page (X6)~Home~product detail page (X3),7,7
Home (X2)~product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information,7,7
product detail page~Shopping Cart~product detail page (X3),7,7
Home (X10)~product detail page,7,7
Home (X2)~product detail page (X6)~Home (X2)~product detail page,6,7
product detail page (X2)~Home~Store search results,7,7
Home~product detail page (X5)~Shopping Cart~product detail page,7,7
product detail page~Home (X4),7,7
Home~product detail page (X2)~Shopping Cart~product detail page (X2),7,7
Home~product detail page (X30),7,7
Home (X3)~Shopping Cart (X2),7,7
Home~product detail page (X3)~Home~product detail page (X2)~Home,7,7
Home (X2)~product detail page~Home~product detail page (X10),7,7
Shopping Cart~The Google Merchandise Store - Log In~Home,7,7
Home~The Google Merchandise Store - Log In (X5),7,7
Home (X2)~product detail page (X3)~Home (X3),7,7
product detail page~Shopping Cart~The Google Merchandise Store - Log In (X3),7,7
Home (X2)~Store search results (X4)~product detail page,7,7
Home (X2)~product detail page~Home~product detail page (X2)~Home (X2),7,7
product detail page (X8)~Shopping Cart,7,7
product detail page~Return Policy,7,7
Page Unavailable~product detail page (X12),7,7
Home~Terms of Use~Home,7,7
Home~[product detail page~Store search results] (X2),7,7
Home (X2)~product detail page~Home~product detail page (X7),7,7
Home (X2)~product detail page~Home~product detail page (X9),7,7
Home (X2)~product detail page (X25),7,7
product detail page (X14)~Shopping Cart,7,7
Home~The Google Merchandise Store - Log In (X2)~Home (X2),7,7
The Google Merchandise Store - Log In~product detail page (X3),7,7
[Home~product detail page] (X2)~Home~product detail page (X6),7,7
Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,7,7
Home~product detail page (X3)~Home~product detail page (X6),7,7
Home (X3)~product detail page (X14),7,7
product detail page~Shopping Cart~Home,7,7
Home (X4)~product detail page (X2)~Home,7,7
product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In (X2),7,7
Home (X2)~Store search results (X2)~Home (X2),7,7
Home~product detail page (X3)~Home~product detail page (X5),7,7
product detail page (X2)~Store search results (X2)~product detail page (X2),7,7
Home~Store search results~product detail page~Store search results (X2),7,7
product detail page~Home (X2)~product detail page (X4),7,7
Home (X2)~product detail page (X26),7,7
product detail page (X4)~Home~product detail page (X3),7,7
product detail page~Page Unavailable~product detail page,7,7
Page Unavailable~Home~product detail page (X3),7,7
Home~product detail page (X4)~Home~product detail page (X6),7,7
Home~product detail page~Frequently Asked Questions~product detail page,7,7
Home~Store search results (X5),7,7
product detail page~Home~product detail page (X12),6,6
Home (X6)~product detail page~Home,6,6
Home~product detail page (X10)~Home~product detail page,6,6
Home~Clearance Sale (X2),6,6
Home (X7)~product detail page~Home,6,6
product detail page (X3)~Shopping Cart~product detail page (X2),6,6
Home~product detail page~Home~Store search results~Home,6,6
product detail page~Home~product detail page (X10),6,6
Home (X2)~product detail page (X2)~Store search results (X2),6,6
Home~Frequently Asked Questions~product detail page (X3),6,6
product detail page~Home~product detail page (X11),6,6
product detail page (X6)~Home~product detail page,6,6
Home~product detail page (X7)~Home~product detail page (X2),6,6
Home~product detail page (X7)~Home~product detail page,6,6
Home~product detail page (X3)~Shopping Cart (X2),6,6
Home~Store search results~product detail page (X5),6,6
product detail page (X6)~Home~product detail page (X2),6,6
product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information,6,6
Home~Store search results~product detail page~Store search results~Home,6,6
Home (X2)~The Google Merchandise Store - Log In (X2)~product detail page,6,6
[Home~product detail page] (X7),6,6
product detail page~The Google Merchandise Store - Log In~product detail page,6,6
Home~The Google Merchandise Store - Log In (X2)~Home~product detail page~Home,6,6
product detail page (X4)~[Home~product detail page] (X2),6,6
Home~product detail page (X2)~Store search results (X2)~product detail page,6,6
Home~product detail page (X2)~Store search results (X2)~Home,6,6
[Shopping Cart~The Google Merchandise Store - Log In] (X2),6,6
Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account (X3)~Return Policy,6,6
Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account (X6),6,6
Home~The Google Merchandise Store - Log In~Home~product detail page (X5),6,6
product detail page (X5)~Home~product detail page (X2),6,6
Home (X2)~The Google Merchandise Store - Log In~Home (X2),6,6
Home~product detail page (X2)~Home~product detail page (X7),6,6
Home~The Google Merchandise Store - Log In~product detail page (X3),6,6
product detail page (X5)~Shopping Cart~product detail page (X2),6,6
Home (X2)~The Google Merchandise Store - Log In (X2)~Home~product detail page (X2),6,6
Home~Store search results~Home~product detail page (X2),6,6
product detail page~Frequently Asked Questions~product detail page,6,6
Home~Shopping Cart~The Google Merchandise Store - Log In~Home,6,6
product detail page~Home~Frequently Asked Questions,6,6
Home~product detail page (X6)~Shopping Cart (X2),6,6
[Home~product detail page] (X2)~Home~product detail page (X3),6,6
product detail page (X35),6,6
Home~product detail page (X5)~Shopping Cart~The Google Merchandise Store - Log In,6,6
Home~product detail page (X5)~Shopping Cart (X2),6,6
Home~Shopping Cart~Page Unavailable,6,6
Home~product detail page (X5)~Home (X2)~product detail page,6,6
Home~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information,6,6
Home (X2)~The Google Merchandise Store - Log In (X2)~Home (X2),6,6
Home~product detail page (X33),6,6
product detail page~Home (X2)~product detail page~Home~product detail page,6,6
Home~Shopping Cart~product detail page (X2),6,6
Home (X2)~[product detail page (X2)~Home] (X2),6,6
Home~Shopping Cart~product detail page (X4),6,6
Home~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information,6,6
product detail page~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account (X3),6,6
Home~product detail page (X4)~Home~product detail page~Home,6,6
Home~product detail page (X4)~Home~product detail page (X5),6,6
[Home~product detail page] (X2)~Shopping Cart,6,6
[Home~product detail page] (X3)~Home (X2),6,6
Home (X2)~product detail page (X3)~Store search results~product detail page,6,6
Home~product detail page~Home~Store search results~product detail page,6,6
Home (X2)~product detail page (X8)~Home,6,6
product detail page (X2)~Shopping Cart~Home,6,6
product detail page (X2)~Shopping Cart (X3),6,6
The Google Merchandise Store - Register,6,6
Home (X2)~product detail page~Home~product detail page (X2)~Home~product detail page,6,6
Home~product detail page~Terms of Use,6,6
Home (X3)~product detail page~Home~product detail page (X4),6,6
Shopping Cart~product detail page~Shopping Cart,6,6
Home (X2)~product detail page~Home (X5),6,6
Home (X2)~Page Unavailable~Home,6,6
Home (X2)~product detail page~Home (X3)~product detail page,6,6
Home (X2)~product detail page~Home (X2)~product detail page (X5),6,6
Home (X2)~product detail page~Home (X2)~product detail page (X3),6,6
Home (X2)~Store search results (X3)~product detail page,6,6
Home (X2)~Store search results (X3)~product detail page (X2),6,6
[Home~Page Unavailable] (X2),6,6
Shopping Cart (X2)~The Google Merchandise Store - Log In,6,6
Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page (X2),6,6
Shopping Cart (X2)~Home,5,6
Home (X3)~product detail page (X17),6,6
product detail page~Store search results~product detail page (X7),6,6
Home (X3)~Shopping Cart~The Google Merchandise Store - Log In,6,6
Page Unavailable~Home (X2)~product detail page,6,6
The Google Merchandise Store - My Account (X2)~Home,2,6
Home (X3)~product detail page (X12),6,6
Home (X3)~product detail page (X13),6,6
Page Unavailable~product detail page (X2)~Page Unavailable,6,6
Home (X2)~product detail page~Shipping Information,6,6
product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,6,6
Page Unavailable~product detail page (X9),6,6
Home (X3)~product detail page (X2)~Store search results,6,6
Page Unavailable (X2)~Store search results,6,6
Return Policy (X2),6,6
Home (X3)~product detail page (X3)~Home,6,6
Home (X2)~product detail page (X9)~Home,6,6
Home (X3)~product detail page~Home~product detail page~Home (X2),6,6
Home (X3)~The Google Merchandise Store - Log In,6,6
Frequently Asked Questions~product detail page,6,6
Home (X2)~product detail page (X24),6,6
Home (X2)~product detail page (X4)~Shopping Cart (X2),6,6
product detail page (X3)~Home~product detail page (X5),6,6
