user_path_Compressed_no_Counts,is_frustrated,frustrated_reasons
Home~The Google Merchandise Store - Log In~Home~product detail page~The Google Merchandise Store - My Account~product detail page,N,
Shipping Information~Frequently Asked Questions~Home~The Google Merchandise Store - Log In~Home~Page Unavailable~Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Home~Shopping Cart,Y,form_friction|payment_friction|technical_issue
Page Unavailable~Home~product detail page~Shopping Cart,Y,technical_issue
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Home~product detail page,Y,indecision
The Google Merchandise Store - Log In~Page Unavailable~Home~product detail page~Home,Y,technical_issue
Home~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method,N,
Home~The Google Merchandise Store - Log In~Home~product detail page~Store search results,N,
Home~product detail page~Home~product detail page~Home~product detail page~Store search results~Shopping Cart,Y,indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information,Y,form_friction|payment_friction
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In,Y,account_blocked
Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In,Y,indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,account_blocked
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In,Y,indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~product detail page~Home~product detail page,Y,indecision
Home~product detail page~Store search results~product detail page~Home~product detail page~Store search results~product detail page,Y,indecision
product detail page~Store search results~Shopping Cart~product detail page~Shopping Cart,Y,indecision
Home~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,indecision
Home~product detail page~Shopping Cart~Store search results~Home~product detail page~Store search results,Y,price_shock
Home~The Google Merchandise Store - Log In~Home~product detail page~Home~product detail page,N,
Home~product detail page~Home~product detail page~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~product detail page,N,
Home~The Google Merchandise Store - My Account~product detail page~The Google Merchandise Store - My Account~Store search results~product detail page,N,
product detail page~The Google Merchandise Store - Log In~Home~product detail page~Spring Sale~product detail page,N,
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Frequently Asked Questions,Y,payment_friction
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Home~product detail page~Shopping Cart~Home,Y,payment_friction
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart,Y,indecision
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method,N,
Home~Store search results~Spring Sale~product detail page~Store search results~product detail page~Store search results~product detail page,N,
Home~product detail page~Shopping Cart~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Home~The Google Merchandise Store - Log In~Home~product detail page,Y,form_friction|indecision
product detail page~Store search results~product detail page~Shopping Cart,N,
Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information,N,
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Your Information,Y,form_friction|payment_friction
Home~Store search results~product detail page~Home~product detail page~Store search results~product detail page,N,
Home~product detail page~Home~Store search results~product detail page~Store search results~product detail page~Home~Store search results~product detail page,N,
Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Home~The Google Merchandise Store - Log In~Home~product detail page~Home,Y,form_friction|indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Your Information~Payment Method~Home,Y,form_friction|payment_friction
Home~product detail page~Home~Store search results~product detail page~Home~product detail page,N,
Home~The Google Merchandise Store - Log In~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information,N,
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information,N,
Home~Store search results~product detail page~Shopping Cart~Home~product detail page,N,
Home~The Google Merchandise Store - My Account~product detail page~Home~product detail page~Shopping Cart~Home~Shopping Cart,Y,form_friction|indecision
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Home~product detail page~Shopping Cart~Checkout Your Information,Y,form_friction
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method~product detail page,Y,form_friction|payment_friction
Home~Shopping Cart~Home~product detail page~Return Policy~product detail page,N,
product detail page~Spring Sale~product detail page~Shopping Cart~product detail page,N,
Home~product detail page~Shopping Cart~Home~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
Home~Frequently Asked Questions~Home~product detail page~Home,N,
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page,Y,form_friction|indecision
Home~product detail page~Store search results~Home~Store search results,N,
Shopping Cart~The Google Merchandise Store - Log In~Page Unavailable~Home~product detail page~Page Unavailable,Y,technical_issue
Home~product detail page~Shopping Cart~Home~Store search results,Y,price_shock
Home~product detail page~The Google Merchandise Store - My Account,N,
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Page Unavailable~Shopping Cart~Page Unavailable~Shopping Cart~Page Unavailable,Y,form_friction|indecision|technical_issue
product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
product detail page~Store search results~Home~Store search results~product detail page~Home~Store search results~product detail page,N,
product detail page~Store search results~Shopping Cart~Home~Store search results~Shopping Cart~Home~Shopping Cart~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,account_blocked|form_friction
Home~The Google Merchandise Store - Log In~Home~product detail page~Home~The Google Merchandise Store - Log In~Home~product detail page,Y,account_blocked
product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~product detail page,Y,form_friction|indecision
Home~product detail page~Home~product detail page~Frequently Asked Questions~Shipping Information~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart~Home~Shopping Cart~Checkout Your Information~Payment Method~product detail page~Shopping Cart,Y,form_friction|indecision|payment_friction
